price,LAND AREA,HOUSE AREA,,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA
"Rs. 8,00,00,000 (Negotiable)
(Eight crore )",0-8-0-0,4400 SQUARE FEET,,,,,,,"HATTIBAN, LALITPUR, NEPAL",32 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10276,3 WEEKS AGO,4614,SEMI FURNISHED,https://www.gharbazar.com/property/details/exquisite-house-in-prime-location-of-hattiban-zodiac-ville-10276,,,,
"Rs. 1,85,00,000 (Negotiable)
(One crore eighty five lakh )",0-4-0-2,,,6,2,2,4,2.5,"JADIBUTI, KATHMANDU, NEPAL",10 FEET,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06698,4 YEARS AGO,7536,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-jadibuti-6698,50M,,,
"Rs. 1,70,00,000 (Negotiable)
(1 crore 70 lakh)",1 KATTHA,,,5,1,1,3,2,"BHARATPUR, CHITWAN, NEPAL",26 FT PITCHED ROAD,,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04306,5 YEARS AGO,2006,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bharatpur-4306,,,,
,0-,,,,,,,,"PANIPOKHARI, KATHMANDU, NEPAL",,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10662,1 MONTH AGO,36,,https://www.gharbazar.com/property/details/house-at-panipokhari-10662,,,,
,0-4-0-0 TO 0-14-0-0,,,,,,,,"SIPADOLE, BHAKTAPUR, NEPAL",20 FT,SOUTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05690,4 YEARS AGO,4471,,https://www.gharbazar.com/property/details/land-at-sipadole-5690,700M,,,
"Rs. 28,00,000 (Negotiable)
(Twenty eight lakh )",0-3-0-2,,,,,,,,"SEEPADOL, BHAKTAPUR, NEPAL",20 FT,EAST-SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10576,2 WEEKS AGO,881,,https://www.gharbazar.com/property/details/invest-in-seepadol-height-8-bhaktapur-limited-plots-available-10576,2M,,,
"Rs. 14,50,000
(Fourteen lakh fifty thousand )",3-2-0-0,,,,,,,,"TAUKHEL, KATHMANDU, NEPAL",16FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10710,1 MONTH AGO,28,,https://www.gharbazar.com/property/details/land-at-taukhel-10710,,,,
"Rs. 1,30,00,000 (Negotiable)
(One crore thirty lakh )",0-3-2-0,,,4,1,1,1,,"वेशीगाँउ जाेरपाटी, KATHMANDU, NEPAL",13,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10527,3 MONTHS AGO,77,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at--------10527,,,,
"Rs. 60 (Negotiable)
(Rs. 60 - Rs. 120 per square feet)",3244 SQUARE FEET,,,,,,,4,"KANTIRAJPATH-2, HETAUDA, MAKWANPUR, NEPAL",,SOUTH,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB07948,2 YEARS AGO,1888,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-hetauda-7948,,,,
"Rs. 6,50,00,000 (Negotiable)
(6)",0-6-0-0,,,,,,,,"IMADOL SITAL HEIGHT, LALITPUR, NEPAL",16 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB10268,5 MONTHS AGO,111,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-sital-height-10268,,,,
"Rs. 30,00,000 (Negotiable)
(Thirty lakh )",0-,,,,,,,,"LAZIMPAT, KATHMANDU, NEPAL",16 FEET,NONE,RESTAURANT (RESIDENTIAL),PILLAR SYSTEM,GB10172,6 MONTHS AGO,44,NOT FURNISHED,https://www.gharbazar.com/property/details/restaurant-at-lazimpat-10172,,,,
"Rs. 15,50,000 (Negotiable)
(15.5 lakh per aana)",0-8-0-0,,,,,,,,"SUNAKOTHI, LALITPUR, NEPAL",11,EAST,LAND (RESIDENTIAL),NONE,GB03060,7 YEARS AGO,2116,,https://www.gharbazar.com/property/details/land-at-sunakothi-3060,,,,
"Rs. 30,00,000 / month (Negotiable)
(Thirty lakh per lakh)",0-12-0-0,,,,,,,,"BADELI, BUDHANILKANTHA, KATHMANDU, NEPAL",20 FEET,NORTH-WEST,LAND (RESIDENTIAL),NONE,GB10087,7 MONTHS AGO,89,,https://www.gharbazar.com/property/details/land-at-badeli-budhanilkantha-kathmandu-10087,,INSIDE DEUBA CHOW,,
"Rs. 1,40,00,000
(One crore forty lakh )",0-14-0-0,,,,,,,,"NAXAL, KATHMANDU, NEPAL",,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10743,4 WEEKS AGO,88,,https://www.gharbazar.com/property/details/house-at-naxal-10743,,100M FROM MAIN ROAD,,
"Rs. 1,35,00,000 (Negotiable)
(One crore thirty five lakh )",0-3-0-0,0-3-0-0,,3,1,1,2,1,"THANKOT,KATHMANDU, NEPAL",16 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10226,5 MONTHS AGO,132,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-thankot-10226,,FIRST TURNING FROM TRIBHUWAN PARL,,
"Rs. 1,42,00,000 (Negotiable)
(1 crore 42 lakh)",0-3-0-0,,,5,,1,2,2.5,"KHADKA TOLE, KATHMANDU, NEPAL",20,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05716,5 YEARS AGO,3529,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-5716,300M,,,
"Rs. 16,00,000 (Negotiable)
(Sixteen lakh per aana)",0-10-0-0,,,,,,,,"GODAMCHAUR, GODAWARI, LALITPUR, LALITPUR, NEPAL",13 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10059,7 MONTHS AGO,1184,,https://www.gharbazar.com/property/details/land-at-bistachap-godamchaur-10059,,,,
"Rs. 21,50,000 (Negotiable)
(Twenty one lakh fifty thousand per aana)",0-4-2-3,,,,,,,,"IMADOL, LALITPUR, NEPAL",13 FT,SOUTH,LAND (RESIDENTIAL),PILLAR SYSTEM,GB06251,4 YEARS AGO,4762,,https://www.gharbazar.com/property/details/land-at-imadol-6251,,,,
"Rs. 30,00,000 (Negotiable)
(Thirty Lakhs per anna)",0-7-3-0,,,,,,,,"GOTHATAR, KATHMANDU, NEPAL",65 FT,WEST,LAND (RESIDENTIAL),NONE,GB05215,5 YEARS AGO,4193,,https://www.gharbazar.com/property/details/land-at-gothatar-5215,500M,,,
"Rs. 40,00,000 (Negotiable)
(Forty lakh )",0-10-0-0,,,,,,,,,11 FT,NONE,LAND (RESIDENTIAL),NONE,GB01982,2 YEARS AGO,3186,,https://www.gharbazar.com/property/details/land-at-chabahil-1982,150M,,,
"Rs. 80,00,000 (Negotiable)
(Eighty lakh )",1-2-0-0,,,,,,,,"DHOBHIGHAT, LALITPUR, NEPAL",40 FT,NONE,LAND (RESIDENTIAL),NONE,GB10499,3 MONTHS AGO,892,,https://www.gharbazar.com/property/details/land-at-near-dhobhighat-rignroad-lalitpur-10499,,,,
"Rs. 3,20,000 (Negotiable)
(Three lakh twenty thousand per month)",3100 SQUARE FEET,,,,,,,,"DHOLAHITI, LALITPUR, NEPAL",20 FT,NORTH-EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB09775,10 MONTHS AGO,744,NOT FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-dholahiti-9775,,,,
"Rs. 55,00,000 (Negotiable)
(Fifty five lakh per aana)",0-16-0-0,,,,,,,,"SANEPA, LALITPUR, NEPAL",10 TO 12,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10081,7 MONTHS AGO,103,,https://www.gharbazar.com/property/details/land-at-sanepa-10081,,,,
"Rs. 3,10,00,000 (Negotiable)
(Three crore ten lakh )",,1100 SQUARE FEET,,12,6,6,,6,"KATHMANDU,SUNDHARA, KATHMANDU, NEPAL",20 FEET,EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10212,5 MONTHS AGO,174,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-sundhara-10212,,SUNDHARA,,
"Rs. 3,50,00,000 (Negotiable)
(3 Crore 50 Lakh)",0-13-0-0,,,8,2,2,7,2.5,"GANESTHAN, KATHMANDU, NEPAL",22 FT.,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB01149,2 YEARS AGO,3176,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-gongabu-1149,20M,,,
"Rs. 2,90,00,000 (Negotiable)
(Two crore ninety lakh )",0-8-0-0,,,2,1,1,2,1,"MAKALBARI, KATHMANDU, NEPAL",14FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03010,2 YEARS AGO,2524,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-makalbari-3010,,,,
"Rs. 8,00,000 (Negotiable)
(8 lakh per anna)",0-12-0-0,,,,,,,,"NAYA BASTI, SANGA, KATHMANDU, NEPAL",200 FT,SOUTH-EAST,SCHOOL (RESIDENTIAL),PILLAR SYSTEM,GB02977,2 YEARS AGO,2944,NOT FURNISHED,https://www.gharbazar.com/property/details/land-and-house-at-sanga-2977,16M,,,
"Rs. 50,000 (Negotiable)
(Fifty thousand per month)",0-8-0-0,,,,,,14,7,"BALKHU, KATHMANDU, NEPAL",18 FEET,WEST,COMMERCIAL BUILDING (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07650,3 YEARS AGO,1732,NOT FURNISHED,https://www.gharbazar.com/property/details/flats-at-balkhu-7650,100M,,1426 SQUARE FEET,
,0-3-2-0,0-3-0-0,,7,2,2,,3,"NARAYANTAR, JORPATI, KATHMANDU, NEPAL",16 FEET,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10270,5 MONTHS AGO,117,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-narayantar-jorpati-10270,,8 FEET,,
"Rs. 2,75,00,000 (Negotiable)
(Two crore seventy five lakh )",0-4-0-0,,,10,,2,4,2.5,,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02493,2 YEARS AGO,5446,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-tyanglaphat-2493,,,,
"Rs. 5,50,00,000 (Negotiable)
(Five crore fifty lakh per aana)",155 SQUARE METER,123 SQUARE METER,,,,,,,"MAHABOUDHA, KATHMANDU, NEPAL",13 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10393,4 MONTHS AGO,754,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-mahaboudha-bazar-10393,100M,,,
"Rs. 3,60,00,000 (Negotiable)
(3.60 cord )",0-,0-4 AANA-0-0,,4,2,2,,2.5,"MAHALAXMI MUNICIPALITY - 5 TIKATHALI , NEAR BUDDHA PARTY PALACE., KATHMANDU, NEPAL",13 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10318,5 MONTHS AGO,56,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-mahalaxmi-10318,,"2.5 KM FROM RING ROAD, GWARKO , KRISHNA MANDIR",,
"Rs. 47,50,000 (Negotiable)
(47.5 lakh Anna)",0-3.5 ANNA-0-0,,,,,,,,"IMADOL, OCHO HEIGHT, KATHMANDU, NEPAL",16 FT ROAD AND DRAINAGE FACILITY,EAST,LAND (RESIDENTIAL),NONE,GB10319,5 MONTHS AGO,86,,https://www.gharbazar.com/property/details/land-at-imadol-ocho-height-10319,,WAY TO RING ROAD GWARKO LOOVO ROAD KRISHNA MANDIR,,
"Rs. 60,000 / month (Negotiable)
(Sixty thousand )",0-5-0-0,,,6,2,2,3,2.5,"MULPANI, GREEN HILL CITY, KATHMANDU, NEPAL",13 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10589,2 MONTHS AGO,650,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-green-hill-city-mulpani-10589,,,,
"Rs. 49,65,000 (Negotiable)
(Forty nine lakh sixty five thousand)",1507 SQUARE FEET,,,,,,2,5,"PULCHOWK, LALITPUR, NEPAL",26 FEET,NONE,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB07658,3 YEARS AGO,1674,FULLY FURNISHED,https://www.gharbazar.com/property/details/office-space-at-pulchowk-7658,,,1507 SQUARE FEET,
"Rs. 4,80,000 (Negotiable)
(Four lakh eighty thousand )",11 DHUR,,,,,,,,"JANAKPUR PULCHOUK RAILWAY STATION, DHANUSA, NEPAL",32 FEET,NORTH,LAND (RESIDENTIAL),NONE,GB09987,8 MONTHS AGO,81,,https://www.gharbazar.com/property/details/land-at-janakpur-pulchouk-railway-station-9987,,BEGA SHIVPUR,,
"Rs. 1,35,00,000 (Negotiable)
(One crore thirty five lakh )",0-2-3-1,,,5,1,1,3,2.5,"SIDDHIPUR, SANAGAU, LALITPUR, NEPAL",13 FEET PITCHED ROAD,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06969,4 YEARS AGO,4117,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sanagau-6969,100M,,,
"Rs. 5,00,00,000 (Negotiable)
(Five crore )",0-6-0-0,,,,,,,,"SHANTINAGAR, KATHMANDU, NEPAL",,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10777,3 WEEKS AGO,28,,https://www.gharbazar.com/property/details/house-at-shantinagar-10777,,,,
"Rs. 2,80,00,000 (Negotiable)
(Two crore eighty lakh )",0-8-2-2,,,6,1,1,4,2.5,"NEAR PEACE POINT SCHOOL, LALITPUR, NEPAL",12 FT,SOUTH,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05407,2 YEARS AGO,5127,SEMI FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-imadol-height-5407,300M,,,
"Rs. 90,00,000 (Negotiable)
(Ninety lakh )",2800 SQUARE FEET,1800 SQUARE FEET,,,,,2,,"KHUMALTAR, LALITPUR, NEPAL",13 FT,NONE,RESTAURANT (RESIDENTIAL),PILLAR SYSTEM,GB10442,4 MONTHS AGO,383,NOT FURNISHED,https://www.gharbazar.com/property/details/resturant-at-khumaltar-10442,,,,
,3 KATTHA,,,,,,,,"HETAUDA, KATHMANDU, NEPAL",20 FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10650,1 MONTH AGO,55,,https://www.gharbazar.com/property/details/land-at-hetauda-10650,,,,
"Rs. 4,05,00,000 (Negotiable)
(Four crore five lakh )",0-5-0-0,,,5,1,1,4,2.5,"BUDHANILKANTHA, KATHMANDU, NEPAL",20 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10018,7 MONTHS AGO,102,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-10018,,,,
"Rs. 2,00,00,000 (Negotiable)
(Two crore)",0-4-2-0,4500 SQUARE FEET,,8,1,3,3,3,"KAPAN, KATHMANDU, NEPAL",13 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05356,4 YEARS AGO,4550,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-5356,1000M,100,,
"Rs. 41,00,000 (Negotiable)
(Forty one lakh )",0-,,,,,,,,"HARISHIDDHI, LALITPUR, NEPAL",20,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10826,YESTERDAY,22,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-harishiddhi-10826,,NEXT TO LITTLE ANGEL SCHOOL,,
"Rs. 1,00,00,000 (Negotiable)
(One crore )",1 KATTHA,,,,,,,,"EAST OF RADDHAKRISHNA MANDIR ROAD, MORANG, NEPAL",20,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB09997,8 MONTHS AGO,65,,https://www.gharbazar.com/property/details/land-at-east-of-raddhakrishna-mandir-road-9997,,,,
"Rs. 7,50,00,000
(Seven crore fifty lakh )",0-6-1-0,,,5,1,1,,2.5,"BALUWATAR, KATHMANDU, NEPAL",13FT/20FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10714,1 MONTH AGO,84,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-baluwatar-10714,,150M FROM MAIN ROAD,,
"Rs. 70,50,000 (Negotiable)
(Seventy lakh fifty thousand )",0-3-1-3,,,,,,,,"KITINI, LALITPUR, NEPAL",13,SOUTH-WEST,LAND (RESIDENTIAL),NONE,GB10584,2 MONTHS AGO,856,,https://www.gharbazar.com/property/details/land-at-godawari-lalitpur-10584,350M,30,,
"Rs. 55,00,000 (Negotiable)
(55 lakh per aana)",0-17-0-0,,,,,,,,"KUMARITHAN, KATHMANDU, NEPAL",12,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04850,5 YEARS AGO,7267,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-chabahil-4850,100M,,,
"Rs. 3,95,00,000 (Negotiable)
(4)",0-,,,,,,,,"IMADOL RAJKULO, KATHMANDU, NEPAL",20 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB10269,5 MONTHS AGO,55,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-rajkulo-10269,,,,
"Rs. 3,75,00,000 (Negotiable)
(Three crore seventy five lakh )",0-4-2-3,,,6,2,2,,3,"BHANGAL, BUDHANILKANTHA, KATHMANDU, NEPAL",13 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10166,6 MONTHS AGO,105,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bhangal-budhanilkantha-10166,,,,
"Rs. 5,00,000 (Negotiable)
(Five lakh )",1-4-0-0,4875 SQUARE FEET,,4,5,1,5,3,"AIRPORT, KATHMANDU, NEPAL",20 FT,NORTH-EAST,BUNGALOW (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10446,4 MONTHS AGO,1065,SEMI FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-airport-gate-10446,10M,,,
"Rs. 2,50,000 (Negotiable)
(Two lakh fifty thousand per dhur)",10 DHUR,,,,,,,,"BIRTAMOD, JHAPA, KATHMANDU, NEPAL",13 FT,NORTH-EAST-SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10694,4 DAYS AGO,526,,https://www.gharbazar.com/property/details/prime-plots-for-sale-near-east-west-highway-jhapa-10694,,,,
"Rs. 30,00,000 (Negotiable)
(30 lakh)",8 DHUR,,,,,,,,"BIRTAMODE, JHAPA, NEPAL",18 FT GRAVELED ROAD,NORTH,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04409,4 YEARS AGO,2806,,https://www.gharbazar.com/property/details/land-at-birtamode-4409,200M,,,
"Rs. 56,00,000 (Negotiable)
(Fifty six lakh )",3-9-1-2,,,,,,,,"KAVRE, KATHMANDU, NEPAL",,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10775,3 WEEKS AGO,24,,https://www.gharbazar.com/property/details/land-at-kavre-10775,,1KM,,
"Rs. 12,00,000 (Negotiable)
(Twelve lakh )",0-4-2-0,,,,,,,,"CHAPAGAUN, LALITPUR, NEPAL",20FT,EAST-SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10509,3 MONTHS AGO,479,,https://www.gharbazar.com/property/details/land-at-muldole-chapagaun-10509,,,,
"Rs. 2,65,00,000 (Negotiable)
(Two crore sixty five lakh )",0-4-0-0,0-4-0-0,,5,3,3,,3,"CHANDRANAGAR TOLE,MAHALAXMINAGARPALIKA-4, IMADOLE, LALITPUR, NEPAL",,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10531,3 MONTHS AGO,101,,https://www.gharbazar.com/property/details/house-at-chandranagar-tole-mahalaxminagarpalika-4-imadole-10531,,"RIGHT FROM TEMPOPARAK ,IMADOLE",,
"Rs. 38,000 (Negotiable)
(Thirty eight thousand )",685 SQUARE FEET,,,3,,,1,,"LAZIMPAT, KATHMANDU, NEPAL",30 FT,NORTH,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB09271,1 YEAR AGO,828,NOT FURNISHED,https://www.gharbazar.com/property/details/office-space-at-lazimpat-9271,,,,
"Rs. 1,90,00,000 (Negotiable)
(One crore ninety lakh)",0-3-0-0,2100 SQUARE FEET,,6,3,3,3,3,"SHIVACHOWK, NARAYANTAR, KATHMANDU, NEPAL",12 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07574,3 YEARS AGO,7040,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-narayantar-7574,100M,,,
"Rs. 2,20,00,000 (Negotiable)
(2 crore 20 lakh)",0-3-1-1,2200 SQUARE FEET,,6,2,2,4,2.5,"PEPSICOLA, KATHMANDU, NEPAL",20 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04261,5 YEARS AGO,18763,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-4261,,,,
,0-5-0-0,,,,,,,4,"PEPSICOLA, KATHMANDU, NEPAL",,SOUTH-WEST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB03034,4 YEARS AGO,5996,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-pepsicola-3034,,,,
"Rs. 12,00,000
(Twelve lakh )",,,,,,,,,"TAUKHEL ,LALITPUR, KATHMANDU, NEPAL",,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10649,1 MONTH AGO,43,,https://www.gharbazar.com/property/details/land-at-taukhel-lalitpur-10649,,500 METERS,,
"Rs. 2,35,00,000 (Negotiable)
(3 aana 2 dam)",0-3-0-2,,,5,1,2,4,,"IMADOL NAYA BASTI, KATHMANDU, NEPAL",16 FEET,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10144,6 MONTHS AGO,183,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-naya-basti-10144,,,,
"Rs. 15,00,000 (Negotiable)
(15 lakh per anna)",0-32-0-0,,,,,,,,"NEAR TRISHULI HIGHWAY, KATHMANDU, NEPAL",13,NORTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05390,5 YEARS AGO,4651,,https://www.gharbazar.com/property/details/land-at-goldhunga-balaju-5390,50M,20,,
"Rs. 75,00,000 (Negotiable)
(Seventy five lakh per aana)",0-4-0-0,,,,,,,,"BHIMSENGOLA, SINAMANGAL, KATHMANDU, NEPAL",32 FT,NORTH-WEST-SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10688,4 DAYS AGO,446,,https://www.gharbazar.com/property/details/exclusive-land-for-sale-in-bhimsengola-sinamangal-limited-plots-left-10688,,,,
"Rs. 6,00,000 (Negotiable)
(Six lakh )",200 SQUARE FEET,,,,,,,,"HATTIBAN, LALITPUR, NEPAL",20 FT,NONE,SHUTTER/S (COMMERCIAL),PILLAR SYSTEM,GB10084,2 MONTHS AGO,414,NOT FURNISHED,https://www.gharbazar.com/property/details/clothing-shop-at-kharibot-hattiban-10084,,,,
"Rs. 1,85,00,000 (Negotiable)
(One crore eighty five lakh )",0-4-2-0,,,2,1,1,1,1,"JARANKHU, KATHMANDU, NEPAL",13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10490,1 MONTH AGO,1950,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-jarankhu-kathmandu-10490,200M,,,
"Rs. 2,20,00,000 (Negotiable)
(2 crore 20 lakh)",0-4-3-3,,,5,1,1,4,2.5,"NEAR GRANDY HOUSING, KATHMANDU, NEPAL",13 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05063,2 YEARS AGO,6175,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-tokha-5063,30M,,,
"Rs. 15,00,000 (Negotiable)
(Fifteen lakh per aana)",0-4-0-0,,,,,,,,"BAGESWORI, CHANGUNARAYAN, BHAKTAPUR, NEPAL",20 FT,NORTH-WEST,LAND (RESIDENTIAL),NONE,GB10692,4 DAYS AGO,630,,https://www.gharbazar.com/property/details/cheap-plots-available-in-prime-bageswori-bhaktapur-book-now-10692,,,,
"Rs. 9,25,00,000 (Negotiable)
(Nine crore twenty five lakh )",0-2-0-3,0-2-0-3,,,,,,7,"THAMEL KATHMANDU, NEPAL",20 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10099,7 MONTHS AGO,137,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-thamel-kathmandu-10099,,NEAR BHAGWATIBAHAL MAIN ROAD,,
"Rs. 4,00,00,000 (Negotiable)
(Four crore )",25-0-0-0,,,,,,,,"SHIVAPURI, NUWAKOT, NEPAL",12 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10388,4 MONTHS AGO,61,,https://www.gharbazar.com/property/details/land-at-shivapuri-10388,,,,
"Rs. 150 (Negotiable)
(One hundred fifty per sq. ft)",800 SQUARE FEET,,,,,,,,"JAMAL, KATHMANDU, NEPAL",40 FT,NONE,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB10814,5 HOURS AGO,158,NOT FURNISHED,https://www.gharbazar.com/property/details/strategically-located-commercial-space-in-jamal-parking-available-10814,,,,
"Rs. 20,00,00,000 (Negotiable)
(20 crores)",102 HAATH,,,,,,,,,,NORTH-EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04495,6 YEARS AGO,1479,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-bharatpur-4495,,BETWEEN SAPTAGANDAKI MULTIPLE COLLEGE AND THE MAHENDRA HIGHWAY,,
"Rs. 18,00,000 (Negotiable)
(18 lakh per aana)",0-25-0-0,,,,,,,,"BUDHANILKANTHA, KATHMANDU, NEPAL",13 FT,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05353,5 YEARS AGO,10444,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-5353,300M,50,,
"Rs. 1,45,00,000 (Negotiable)
(1 crore 45 lakh)",0-2-3-2,,,4,2,2,3,2.5,"OM CHOWK, KATHMANDU, NEPAL",13 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05120,3 YEARS AGO,7054,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gothatar-5120,150M,,,
"Rs. 2,50,00,000 (Negotiable)
(Two crore fifty lakh)",0-5-1-0,0-5-0-0,,4,2,2,2,2.5,"SATTALLE, KATHMANDU, NEPAL",12 FT.,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02775,2 YEARS AGO,2042,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-2775,10M,,,
"Rs. 3,60,00,000 (Negotiable)
(Three Crore Sixty Lakh )",0-6-2-0,1350 SQUARE FEET,,6,3,3,7,,"NEAR SUNCITY APARTMENT, PEPSICOLA, KATHMANDU, NEPAL",13 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06324,4 YEARS AGO,3214,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-6324,60M,,,
